company,bt
创新工场AI工程院,1 根据 项目 项目 需求 机器 视觉 机器学习 数据挖掘 等 AI 相关 算法 研发 2 根据 客户 需求 算法 相关 代码 库 工具 库 封装 发布 3AI 相关 算法 性能 优化 工程 环境 部署 项目 落地 1 本科 及 以上学历 计算机信息 科学 软件 电子 工程 应用 数学 等 相关 专业 优先 2 熟练掌握 机器学习 相关 理论知识 实践 技能 3 熟悉 CNN RNN LSTM 等 典型 深度 学习 模型 使用 场景 使用 方法 4 机器 视觉 语音识别 自然语言处理 数据挖掘 量化 交易 中 一个 或 多个 相关 领域 有 实践经验 5 熟悉 TensorFlow Caffe MXNet 等 主流 深度 学习 框架 中 一种 或 多种 6 拥有 扎实 数学 编程 功力
快手,负责 美颜 算法 研发 应用 负责 配合 产品 需求 对 美颜 效果 进行 调整 资格 熟悉 图像处理 计算机视觉 机器学习 等 相关 知识 有 以下 经验 者 优先 a   有 美颜 相关 算法 经验 b   了解 手机 Camera ISP 处理 流程 熟悉 CC 开发 熟悉 NEON 或 手机 GPU 开发 有 深厚 算法 实现 能力 具有 良好 代码 质量 风格 具有 算法 代码优化 能力 发表 过 高水平 图像 视觉 机器学习 相关 学术论文 专利者 优先 熟练 英文 文献 阅读 能力
一起作业网,AI 算法 实现 应用 AI 算法 优化 扎实 CC 编程 数据结构 算法 基础 良好 沟通 能力 机器学习 背景 优先 熟悉 Python 者 优先
粉笔网,建立 完善 推荐系统 基础 算法 框架 策略 结合 业务 需求 用户 建模 挖掘 提升 个性化 推荐 效果 搭建 离线 线 机器学习 系统 为 精准 数据分析 提供数据 支持 建立 完善 用户 画像 体系 为 数据分析 算法 推荐 提供 支持   具体 计算机 数学 统计学 相关 专业 硕士 及 以上学历 一年 以上 相关 工作 经验 熟练掌握 主流 推荐 算法 有 机器学习 自然语言处理 数据挖掘 实践经验 熟悉 CC JAVA python 等 开发 语言 编程能力 扎实 有 大规模 用户 数据处理 经验 者 优先 有 推荐系统 搜索引擎 广告 系统 开发 经验 者 优先   关于 粉笔 科技   北京 粉笔 蓝天 科技 有限公司 成立 于 2015 年 2 月 总部 位于 北京 2017 年 南京 济南 武汉 等 地 设立 师资 中心 粉笔 科技 是 一家 基于 移动 互联网 线 教育 培训 企业 主打 针对 成人 就业 市场 基于 考试 知识 类 培训 用 免费 题库 切入 市场 通过 直播 课 教学服务 变现 目前 技术 团队 主要 成员 来自 腾讯 百度 新浪 网易 等 当前 业务 涵盖 公考 教师 司法 考研 等 领域 粉笔 科技 注册 用户 超过 900 万 直播 课近 5 万堂 售卖 超过 600 万人次 2017 年 上半年 年营 收过 2 亿 连续 三年 保持 300 增长   福利待遇   享受 五险 一金 商业保险 2   交通 补贴 1000 元 午餐 补贴 600 元 3   免费 电影 健身房 水果 零食 4   健康 体检 旅游 基金 6000 元 5   弹性 工作制 不 打卡 人性化 管理 6   7 天年 假 12 天全 薪 病假
好专业,岗位职责       1 收集 客户 排课 需求 并 依据 需求 建立 数学模型 2 运用 最优 算法 编程 求解 排课 案例 最终 获得 最优化 课表 结果 并 对 客户 对接 4 运筹学 最优化 算法 研究       资格       1 本科 以上学历 计算机 运筹学 数学 工业 工程 或 相关 专业 2 会 使用 java 编程 可 接受 C C C python 3 思维 敏捷 有 强烈 好奇心 对 解决 好 客户 问题 有 热情 4 有 团队 意识 能 其他 伙伴 紧密配合 5 熟悉 运筹学 有 数学 建模 实践经验 者 优先 6 加 分项 使用 过 商业 优化 软件 如 Cplex      
小鸿科技,工作 内容 根据 具体 产品 独立 设计 实现 测试 算法 针对 算法 中 突出 问题 独立 分析 提出 验证 有 针对性 解决方案 团队 共同完成 算法 产品化 ﻿ AR 算法 图像处理 计算机视觉 模式识别 机器学习 3D 模型 重建 目标 跟踪 GPU 加速 等 相关 专业 博士 或 硕士 3 年 以上 C CJava 开发 经验 熟悉 常用 图像处理 算法 特征提取 匹配 算法 目标 跟踪 算法 三维重建 算法 等 有 一定 英语 阅读 能力 能 直接 阅读 英文 科技 论文 愿意 将 产品 效果 作为 工作 重要 驱动 因素 较 好 产品 意识 积极 乐观 认真负责 乐于 协作 良好 工程 编码 能力 有 相关 实际 工程 经验 者 优先 顶级 期刊 会议 发表 顶级 赛事 或 荣誉 获奖者 优先 有 以下 任一 编程 经验 者 优先 SIMD 多线程 GPU 加速 OpenCLCUDA 嵌入式 Linux Android iOS ; 9 热爱 历史 传统 文化 艺术 旅游者 优先
无二之旅,工作 职责   参 全球 旅行 路线 规划 算法 设计 开发   利用 前沿 算法 为 客户 提供 全球 范围 内 优质 旅行 路线   建立 数学模型 解决 路线 规划 中 实际 问题   探索 算法 数据 结合 后 旅游 方面 应用 发展     本科 及 以上学历 计算机科学 数学 统计学 运筹学 专业   有 扎实 编程 基础 并 熟练 使用 Python MySQL   掌握 基本 数据结构 算法 熟练掌握 图 相关 算法   了解 模拟 演化 类 算法 了解 典型   NP - hard   问题   熟悉 最优化 算法 动态 规划 算法 及 局部 搜索 方法   能够 流利 阅读 英文 论文 独立 承担 任务     喜欢 使用 算法 解决 现实 中 问题   将 理论知识 应用 到 实践 中 福利   每天 团队 都 有线 上 分享 不定期 有 线下 分享   每周 组织   Leetcode   Hour 大家 一起 刷题 学习 算法   每天 有 营养 午餐 晚餐 每年 5 - 20 天 超级 旅行 假 每天 1000 - 1200 元 旅行 补贴 走遍 世界 计划 每月 2 - 4 个 出国 考 wan 察 shua 名额 让 你 真正 能够 走遍 世界
你我他科技,工作 职责 描述 负责 构建 数据分析 数据挖掘 数据分析 体系 负责 海量 运营 数据 分类 汇总 分析 研究 负责 数据管理 团队 建设 工作 有效 领导 数据分析 挖掘 团队 支持 推动 业务 发展 工作 经验 专业技能   熟练掌握 java python nodejs 开发 熟悉 统计分析 方法 预测 机器学习 相关 算法 熟悉 海量 数据处理 数据分析 算法 有 用户 行为 分析 相关 经验 有 移动 互联网 行业 产品 数据分析 经验 并 有 通过 数据分析 项目 大幅 提升 运营 指标 案例 优先 数据 敏感 善于 创新 思维 敏捷 精力充沛 沟通 能力 强 具备 较强 团队 合作 精神 并 能够 承受 较大 工作 压力 有 较 强 领导 能力 数据分析 数据 应用 上 具有 创新能力
美团点评,互联网 大 数据 场景 下 机器学习 解决 方案设计 开发 2 践行 精准 营销 理念 搭建 高效 算法 策略 服务 3 带领 初级 工程师 或 团队 不断 进行 数据 探索 算法 优化 岗位 理解 排序 搜索 推荐 用户 画像 分析 建模 基本概念 常用 方法 2 机器学习 或 数据挖掘 方向 有 较 强 积累 熟悉 经典 算法 并 有 实践经验 3 熟练掌握 海量 数据处理 技术 有 使用 Hadoop Hive Spark 分析 海量 数据 能力 经验 4 编程 基础 扎实 熟悉 算法 数据结构 至少 掌握 PythonJava Scala 中 一种 5 优秀 分析 解决问题 能力 对 挑战性 问题 充满 激情 有 较 强 沟通 能力 责任心 团队 意识 佳
钱方好近,基于 海量 用户 数据 交易 数据 设计 用户 画像 标签 体系 构建 各类 标签 算法 策略 基于 hadoop spark 等 平台 实现 算法 工程 落地 持续 提升 海量 数据 机器学习 架构 开发 优化 通过 机器学习 手段 为 精细化 运营 中拉新 促活 留旧 挽回 等 场景 提供数据 支持 并 对 效果 负责 资格 3 年 以上 海量 数据 机器学习 算法 项目 经验 熟练掌握 sql python 或 R 熟悉 常用 机器学习 算法 熟练掌握 hadoop spark 等 大 数据处理 技术 机器学习 框架
爱云校,  从事 大 中 小学 以及 培训 机构 排课 算法 优化 工作       职责 - 计算机相关 专业 硕士 或 以上学历   有过 scheduling 相关 项目 或 工作 经验   对 分支 限界 等 优化 算法 有 深入 了解   对 模拟退火 遗传算法 等 有 一定 了解   熟练掌握 java 或 cc linux 环境 编程 有 良好 编程 习惯   具备 良好 逻辑思维 能力 学习 能力
新东方教育行业研究院,岗位 分工 内部 定位 偏 数据服务 前端 包括 推荐 算法 开发 推荐 逻辑 工程 实现 及 一部分 特征 建设 等 工作 开发 环境 基于 hadoop Hbase 阿里云 算法 平台 JAVA 推荐 平台 能力 需要 同时 具备 个性化 推荐 算法 开发 推荐 逻辑 工程 实现 经验 岗位职责 1 参 核心 推荐系统 算法 研发 优化 2 使用 机器学习 及大 数据 技术 基于 海量 数据 使用 行为 日志 建立 用户 画像 从 数据 关联 及 行为 趋势 等 方面 进行 预判 用户 意向 行为 3 推荐 逻辑 工程 实现 岗位 1   熟悉 掌握 算法 数据结构 能够 合理 应用 保证系统 性能 效率   2   有 推荐系统 研发 经验 有 Logistic   regression LR Learning   to   Rank L2R Item \ user - based   CF Topic   modeling Deep   learning 等 方面 实践经验 者 优先   3   熟悉 基于 JAVA 推荐 逻辑 开发 有 Hadoop 平台 下大 数据处理 经验 者 优先   4   有 较 强 分析 解决问题 能力 有 持续 自我 学习 能力 意愿 善于 沟通 逻辑 表达 良好 团队 合作 意识   5   对 K12 教育 有 经验 兴趣 者 优先
好未来,  岗位职责   1 基于 用户 行为 分析 建模 利用 用户 行为 模型 对 产品 进行 改进 及 评价   2 基于 用户 模型 内容 模型 建立 用户 产品 推荐 算法 及 策略 开发 特定 推荐 子系统   3 将 业内 先进 算法 应用 到 业务 场景 提升 产品 质量 用户 活跃度   1 统计学 数学 或 计算机 专业本科 及 以上 2 年 以上 从事 算法 研究 经验   2 熟悉 常用 机器学习 数据挖掘 算法 包括 但 不 限于 决策树 Kmeans SVM 线性 回归 逻辑 回归 以及 神经网络 等 算法   3 热爱 数据 对 数据 及 逻辑关系 非常 敏感 并 对 数据 体系 有 深入 认识   4 熟练 使用 SQL Matlab Python 等 工具 优先 对 Hadoop Spark Storm 数据 存储 运算 平台 有 实践经验   5 良好 数学 基础 如高数 统计学 数据结构
宝宝树,  1   负责 宝宝 树 搜索 推荐 精准 投放 系统 开发 维护 2   改进 优化 宝宝 树 自然语言处理 数据挖掘 推荐系统 等 相关 领域 算法 及 应用   3   跟踪 算法 领域 技术 进展 发展趋势         1   深入 掌握 CC JAVA 中 一种 开发 语言 熟悉 ShellPythonPHP 中 一种 脚本语言 2   掌握 基本 数据挖掘 机器学习 算法 如 分类 聚类 关联 分析 等 有 Hadoop Storm Spark 等 并行 平台 使用 经验 3   有 搜索引擎 推荐 引擎 广告 系统 方面 工作 经验 优先 4   本科 或 以上 计算机 通信 物理 数学 专业 英语 良好  
搜狗,项目 介绍 银河 广告 是 搜狗 无线 商业 变现 重点项目 有别于 传统 商业广告 银河 广告 旨 为 用户 推荐 最 符合 其 需求 信息 服务 银河 技术 团队 利用 数据挖掘 机器学习 深度 学习 NLP 等 技术 海量 客户 广告 中 挖掘出 最有 价值 信息 团队 鼓励 技术创新 用 前沿 技术 快速 解决 有 挑战 研发 项目 诱惑 商业 重点项目 创新 技术 氛围 定期 技术 分享 团队 上升 空间 大 特别 提示 搜狗 欢迎 专情 你 最 多 投递 两个 请 谨慎 投递 负责 搜狗 银河 广告 召回 展示 策略 等 研发 及 算法 优化 基于 海量 用户 数据 通过 对 机器学习 深度 学习 数据挖掘 自然语言 理解 等 前沿技术 创新 改进 不断 推动 业务 技术 飞速发展 条件             1 计算机相关 专业               2 熟悉 以下 至少 一个 领域 主流 算法 并 有 实践经验 机器学习 自然语言 理解 数据挖掘 计算机视觉 语音识别             3 熟练掌握 以下 至少 一门 编程语言 CC JavaPython 可以 胜任 算法 实现 开发             4 对 技术 研究 有 热情 愿意 挑战 新 算法 新 领域 对 前沿 研究 领域 保持 敏感             5 具有 良好 沟通 能力 良好 团队 合作 精神   满足 以下 条件 优先             1 发表 过 机器学习 或 数据挖掘 相关 论文             2 熟悉 深度 学习 对 CNN RNN LSTM Attention   Model 等 模型 有 深入研究 掌握 常用 深度 学习 框架 并 有 实践经验             3   GitHub 等 平台 上 深度 参 或者 建立 有 影响力 开源 项目             4 有 计算 广告 领域 实践经验 并 对 广告 检索 广告 排序 效果 优化 等 模块 有 深入 理解             5 有 互联网 公司 实习 经验
百分点,1   有 3 年 以上 大 数据 算法 研发 工程师 经验 2   熟悉 大 数据 快 数据 复杂 数据 处理 技术 3   熟悉 数据挖掘 文本 图像 社交 分析 数据 建模 等 算法 场景 4   项目前期 能 快速 熟悉业务 主持 写 技术 方案 项目 中期 能 主持 设计 算法 解决 具体 业务 问题 5   学习 速度 快 知识 全面 易 相处 不同 职级 都 可 应聘 6   工作 地点 为 北京 或者 郑州 可 选
创新工场AI工程院,        1 机器 视觉 图形图像 自然语言处理 数据挖掘 等 AI 相关 算法 研发         2 算法 相关 代码 库 工具 库 封装 发布         3AI 相关 算法 性能 优化 工程 环境 部署         4 参 搭建 实现 分布式 深度 学习 集群                         1 统招 本科 及 以上学历 计算机信息 科学 软件 电子 工程 应用 数学 等 相关 专业 优先         2 熟练掌握 机器学习 相关 理论知识 实践 技能         3 熟悉 CNN RNN LSTM 等 典型 深度 学习 模型 使用 场景 使用 方法         4 机器 视觉 语音识别 自然语言处理 数据挖掘 量化 交易 中 一个 或 多个 相关 领域 有 实践经验         5 熟悉 TensorFlow Caffe MXNet 等 主流 深度 学习 框架 中 一种 或 多种         6 拥有 扎实 数学 编程 功力        
纳米维景,积极 完成 公司 产品 算法 设计 指导 编写 符合 公司 规范 软件 算法 代码 完成 软件 算法 研发 测试 工作 保证 软件 算法 运行 稳定 高性能 跟踪 专业 领域 技术 发展 动态 不断 学习 提高 自己 专业 水平 资格 生物医学 工程 计算机科学 技术 自动化 应用 物理 应用 数学 等 相关 专业 博士 或 硕士 3 年 以上 CT 算法 工作 经验 精通 数字 信号处理 CT 重建 相关 理论 熟悉 matlab CC 能 熟练 使用 VC 等 开发工具 熟悉 CT 常用 算法 解析 迭代 三维重建 及 实现 过程 做过 螺旋 CT 算法 优先 熟悉 GPU 计算 并行 图像处理 者 优先 良好 软件 代码 编写 规范 较强 英语口语 阅读 写作能力 具备 团队精神 良好 表达能力 沟通 能力 富有 专业 精神 及 职业道德 操守
滴滴出行,                岗位职责 1   负责 滴滴 ai - lab 地图 组 机器学习 算法 线上 系统 特征 线上 系统 设计 研发 优化   负责 滴滴 ai - lab 地图 组 线下 分布式 机器学习 训练 框架 调研 设计 研发   1 - 5 年   linux   系统 下 工程 研发 经验 2   熟悉   CC 有 大规模 高 并发 服务 研发 线 实时 服务 研发 经验 能够 针对 高 qps 高 响应 系统 进行 框架 级 代码 级 优化 3 有 常用 机器学习 算法 上线 特征 平台 上线 等 经验 加 分                
每日优鲜,岗位         1 计算机相关 专业 大学 及 以上学历 2 年 以上 互联网 行业 研发 经验 2 熟悉 python java cc 等 一种 或 多种 开发 语言 以下 一些 领域 有 经验 者 优先 •               对 自然语言处理 有 一定 了解 能够 熟练 使用 相关 算法 工具 •               对 机器学习 常用 算法 及 各 场景 中 应用 有 一定 经验 •               曾经 参 过 搜索 推荐 或 广告 等 系统 方面 研发 •               熟悉 luceneelasticsearchsolr 中 一种 或 多种 开源 工具 并 某个 场景 中 搭建 解决 实际 问题 •               有 使用 数据分析 数据挖掘 方法 解决 业务 问题 经验 具备 较强 分析 解决问题 能力 对 应用 各种 数据 方法 工具 解决 现实 业务 场景 问题 充满热情 有 良好 沟通 能力 责任感 及 优秀 学习 能力
医渡云（北京）技术有限公司,1             负责 保险 医疗 数据挖掘 建模 相关 项目 数据处理 统计 工作 2             参 数据 产品 系统 客户 画像 系统 推荐系统 征信 风 控系统 数据挖掘 系统 等 研发 3             参 机器学习 数据挖掘 统计分析 类 算法 研究 实现   1             机器学习 数据挖掘 计算机 数学 统计 金融 等 硕士 或 以上学历 2             熟悉 Python SQL 具有 两年 以上 大 数据 统计分析 算法 开发 经验 3             熟练掌握 Hadoop Spark 进行 数据处理 分析 4             扎实 理论 算法 基础 对 常见 数据挖掘 统计 机器学习 算法 有 深刻 理解 5             擅长 逻辑 模型 分析 设计 较强 抽象 概括 总结 能力 善于 发现 思考 并 能 以 产品 思路 提出 解决问题 方案 6             有 良好 沟通 表达能力 具有 良好 文字 表达 方案 撰写 能力   加 分项 1             国际 顶尖 数据挖掘 机器学习 会议 或 期刊 发表 过 文章 2             参 过 机器学习 数据挖掘 相关 开源 项目 开发 3             具有 实现 分布式 机器学习 算法 Hadoop Spark Mlib Mahout Caffe 经验 4             具有 用户 行为 数据分析 挖掘 用户 画像 预测 金融 征信 风控 广告 推荐 算法 研究 优化 反作弊 算法 保险 风险 预测 疾病 发病率 预测 深入研究 经验
SENSORO,描述 1 从事 机器学习 深度 学习 人脸识别 物体 分类 匹配 系统 等 领域 研究 开发 工作 负责 深度 学习 平台 框架 搭建 工作 包括 算法 实现 及 系统 研发 支持 公司 相关 产品 深度 学习 领域 研究   二 1 本科 及 以上学历 2 年 及 以上 工作 经验 计算机 通信 自动化 等 相关 专业 毕业 有 良好 数学 基础 编程能力 熟悉 Python CC SHELL 等 编程语言 熟悉 机器学习 模式识别 人脸 检测 及 识别 等 领域 相关 算法 良好 信息 搜索 文献 阅读 及 算法 实现 能力 具备 深度 学习 机器学习 人脸 检测 识别 物体 分类 大 数据 等 方面 研发 项目 经验 熟悉 至少 一种 深度 学习 训练 工 Caffe Theano KerasConvNetTensorFlowTorch 等 富有 想象力 学习 能力 良好 团队 合作 精神 分析 解决问题 能力
国美互联网,岗位职责 : 1 负责 广告 推荐 相关 算法 设计 实现 基于 hadoopspark 开发 大规模 机器学习 算法 CTR CVR 预估 算法 及 系统 研发 对 数据 进行 处理 分析 发现 线上 系统 算法 不足 提出 改进 并 推进 实现 追踪 算法 前沿技术 探索 将 新 技术 应用 于 实际 业务 : 1 计算机 或 相关 专业本科 及 以上学历 2 年 以上 工作 经验 具备 丰富 机器学习 算法 实践经验 熟悉 Linux 平台 编程 环境 熟悉 Java Scala Python 语言 中 一种 有 一定 Hadoop Spark Hive 等 实际 工作 经验 熟悉 常用 算法   分类 聚类     逻辑 回归 关联 等 良好 逻辑思维 能力 数据 敏感度 能 从 海量 数据 中 发现 有 价值 规律 能够 阅读 英文 技术 文档 论文 具有 良好 自学能力 工作 积极主动 逻辑思维 能力 沟通 能力 强
美团点评,对 海量 数据 处理 需要 涉及 包括 信息检索 自然语言处理 机器学习 数据挖掘 等 领域 对 数据 进行 建模 分析 影响 系统 关键因素 规划 设计 实现 新 解决方案 评估 并 优化 模型 资格 具备 数学 计算机科学 或 相关 专业 领域 大学本科 及 以上学历 扎实 数据结构 模型 算法 设计 分析 能力 熟练 Java   以及 面向对象编程 技术 熟悉 LinuxUnix   环境 开发 经验 会 使用   ShellPython 等 脚本语言 熟悉 分布式系统 架构 设计 优化 技术
宝宝树,  1   负责 宝宝 树 搜索 推荐 精准 投放 系统 开发 维护 2   改进 优化 宝宝 树 自然语言处理 数据挖掘 推荐系统 等 相关 领域 算法 及 应用   3   跟踪 算法 领域 技术 进展 发展趋势         1   深入 掌握 CC JAVA 中 一种 开发 语言 熟悉 ShellPythonPHP 中 一种 脚本语言 2   掌握 基本 数据挖掘 机器学习 算法 如 分类 聚类 关联 分析 等 有 Hadoop Storm Spark 等 并行 平台 使用 经验 3   有 搜索引擎 推荐 引擎 广告 系统 方面 工作 经验 优先 4   本科 或 以上 计算机 通信 物理 数学 专业 英语 良好  
