company,bt
爱奇艺,1               对 文字 图片 视频 等 进行 深度 内容 识别 理解 完成 内容 分类 分级 以及 质量 评估 构建 娱乐版 知识图谱 2               负责 线上 推荐 算法 设计 实现 个性化 推荐 算法 模型 设计 开发 迭代 3               从端 到 端 跟踪 算法 实施 效果 从 多维度 分析线 上线 下 数据 不断 优化 模型 并 提高 推荐 效果 4               挖掘 视频 相关 特征 优化 搜索 排序 模型 基于 用户 搜索 日志 挖掘 用户 搜索 意图 提升 用户 搜索 满意度 5   追踪 推荐 NLP 等 AI 领域 前沿技术 将 新 技术 高效 应用 于 业务 分析 智能 决策 等 实际 工作 中 持续 优化 技术 解决方案   岗位 1           计算机 数学 相关 专业本科 及 以上学历 2 年 以上 AI 机器学习 NLP 搜索 广告 推荐 算法 相关 工作 经验 2           对 机器学习 算法 有 较 深入 研究 理解 包括 LR SVM GBDT DNN LSTM RL 等 熟悉 大 数据系统 架构 开发 框架 3           至少 精通 一门 语言   PythonJAVA Scala 有 扎实 代码 功底 实战 能力 4   熟悉 常用 算法 数据结构 熟悉 系统 架构 设计模式 5   有 较 强 数据分析 解决问题 能力 组织 沟通 能力 强 思路清晰 有 将 复杂 问题 拆解 并 实施 能力
中译语通,岗位职责 负责 自然语言处理 中 机器翻译 改进 工作 负责 大规模 语料 清理 工作 负责 日常 机器翻译 训练 工作 熟练 运用 Tensorflow Theano Pytorch 等 机器学习 工具 对 深度 神经网络 非常 熟悉 能 熟练 根据 现有 问题 进行 模型 建立 熟练掌握 各类 文本处理 方法 熟悉 掌握 CC JAVA 其中 一门 熟悉 python perl 等 任意 一门 脚本语言 熟悉 Shell 脚本 Linux 环境 下 程序开发
主要是IT通讯及互联网行业业务,3 年 以上 年 自然语言处理 机器学习 数据挖掘 相关 工作 经验 熟练掌握 c linux 后台 开发 技能 积极主动 勇于 接受 挑战 富有 创新 精神
深思考人工智能机器人,设计 或 运用 自然语言处理 相关 技术 算法 解决 系统工程 实践 问题 NLP 算法 模型 设计 改进 开发 实现 使用 机器学习 算法 深度 学习 相关 技术 词 向量 RNN LSTM BRNN 等 解决 相关 问题 1   硕士 及 以上学历 计算机专业 自然语言处理 方向 2   熟悉 自然语言处理 相关 任务 分词 词性标注 命名实体识别 语义 消歧 依存 句法分析 语义 角色 标注 等 设计 实现 3   熟悉 常见 机器学习 算法 分类 聚类 决策树 贝叶斯 SVM HMM 最大 熵 等 4   熟悉 深度 学习 相关 技术 word2Vector 句 向量 CNN RNN LSTM BRNN Attention 模型 熟练 使用 Tensorflow 者 优先 5   熟悉 本体 知识库 构建 熟悉 本体 构建 工具 如 protege 使用 优先 6   熟练 使用 C Python JAVA 至少 一种 语言 JAVA 优先 7 有 两年 以上 NLP 相关 工作 经验
滴滴出行,1   包括 但 不仅 限于 智能 应答 模块 用户 行为 预测 模块   服务公司 数亿 计 司机 及 乘客 为 其 提供 良好 人工智能 体验 2   利用 机器学习 深度 学习 NLP 技术 完成 并 优化 文本分类   热点问题 分析 功能 为 公司 战略决策 提供数据 支持         3   负责 智能化 平台 语料 获取   包括 互联网 日志 等   并 进行 相应 分析 分类 聚类 挖掘 数据 潜 价值 资格 1   了解 行业 内 智能客服 并 对 智能客服 保持 热情 能够 持续 投入 专研 2   计算机相关 专业 硕士 及 以上学历 3   三年 以上 工作 经验 优秀者 可 放宽 至少 从事 过 一年 以上 数据挖掘 以及 个性化 推荐 相关 工作 4   熟悉 NLP 中 相关 技术 包括 但 不 限于 中文 依存 句法分析 以及 指代 消解 等 技术 5   良好 逻辑思维 能力 可以 快速 定位 并 解决问题 具有 良好 代码 编写 习惯 6   编程语言 不 做 限制 会 python 者 优先
商汤科技,工作 职责 : 1   使用 最 先进 自然语言处理 NLP 及 机器学习 技术 结合 业务 数据 情况 提出 合理 解决方案 2   设计 线 上线 下 实验 方案 客户 沟通 部署 整个 系统 并 完成 实验 迭代 优化 机器学习 系统 效果 资格 : 1   自然语言处理 信息检索 或 机器学习 方向 博士 2   扎实 机器学习 数据挖掘 基础 自然语言处理 领域 有 深入研究 熟悉 自然语言处理 算法 包括 Deep   Learning   HMMs   CRF s   SVMs   LDA   LSI   MRFs 等 3   熟悉 NLP 算法 实现 有 能力 标准 算法 标准 上作 修改 并 进行 相关 数学 推导 等 4   具有 扎实 编程 基础 熟练 使用 C PythonShell Scala 等 熟悉 机器学习 NLP 大规模 生产 环境 部署 5   熟悉 一个 或 多个 常见   MLDL NLP   开源 工具 库 熟悉 分布式 机器学习 框架 比如 TensorFlow   PyTorch   MxNet 6   热爱 尝试 新 算法 新 应用 及 新 工具     7   具有 良好 沟通 表达能力 具备 较强 团队 合作 意识 加 分项 1   ACL NAACL EM NLP TACL 等 学术会议 或 期刊 上 发表 过 相关 论文 2   有 以下 NLP 方向 项目 经验 wordparagraphdocument   embedding   ranking   entityrelation   extraction   text   summarization   semantic   search   ontology - aware   IR   question   answering   systems 3   有 近代 深度 学习 相关 NLP 方向 项目 经验 wordparagraph   embedding   representation   learning   textsentiment   classification   ambiguity   disambiguation
马上金融,1               基于 现有 业务 文本 数据 提升 对话系统 多 领域 场景 下 体验 2             引进 行业 顶级 专家 加入 团队 3             负责 自然语言处理 相关 工作   包括 但 不 限于 文本分类 命名实体识别 句法分析 信息抽取 知识库 构建 主题词 识别 智能问答 语义理解 话题 推荐 等 4             从事 人工智能 领域 前沿 算法 研发 技术 驱动 探索 人工智能 创新 应用 5             从 具体 场景 问题 出发 研发 算法 系统 产出 解决方案 1             硕士 及 以上学历 拥有 5 年 以上 AI 相关 学术研究 经历 或者 AI 算法 团队 管理 经验 具有 2 年 以上 NLP 智能 对话 相关 工作 经验 2             对 数据 敏感 善于 思考 具备 不断 发现 并 解决问题 能力 3             参加 过 行业 认可 AI 相关 比赛 并 获奖者 优先 4             知名 大学 AI 领域 教授 知名 AI 公司 科学家 或 项目 负责人 优先 5             有 多篇 AI 顶会 论文 或 AI 相关 著作 优先
焦点科技,业务 介绍 研发 中心 是 焦点科技 股份 有限公司 股票代码 重要 核心 部门 主要 负责 公司 各 业务 方向 未来 技术 预研 以及 当前 业务 线 核心技术 支撑 主要 包含 平台 架构 搜索 方向 语义分析 大 数据量 搜索 个性化 推荐 分布式 方向 分布式文件系统 大 数据量 存储 检索 分布式 通信 BI 方向 云 计算 流 计算 分布式计算 即时通讯 音频视频 压缩 传输 分布式 消息 通信 构建 大 流量 网站 技术 缓存 命中 算法 开源 Web 服务器 优化 负载 均衡 技术 用户 行为 分析 等 负责 自然语言 技术 研究 应用 负责 自然语言 团队 学习 成长 硕士 以上学历 有 扎实 数学 基础 机器学习 基本 理论 精通 自然语言处理 相关 领域 知识 技能 熟悉 各种 NLP 相关 算法 人机交互 智能问答 情感分析 多 语言 处理 等等 领域 有 实际 开发 从业 经验 者 优先 有 一定 大 数据 知识 技术 熟练 使用 常规 数据库 Hadoop 集群 Spark 等 开发工具 熟悉 Java C Perl Python 等 一种 或 一种 以上 编程语言 有 相关 领域 一流 实验室 或 领先 公司 工作 经验 者 优先
腾讯无线大连研发中心,1   自然语言 语义分析 及 应用 研发 2   充分 理解 项目 目标 并 能够 创造 出 最优 研发 成果 对 领域 前沿 保持 跟进 针对 需求 做出 最优 选择 1   本科 以上学历 自然语言处理 专业 优先 2   两年 以上 自然语言 技术 研究 相关 工作 经验 3   精通 自然语言处理 基础 及 相关 技术 4   至少 深度 熟悉 并 应用 过 一款 主流 开源 自然语言处理 项目 5   积极主动 有 高度 责任感 具备 很 好 沟通 能力 团队 合作 精神 6   有 较 强 技术 研究 能力 编程能力 自 管理 能力
新国都,工作 职责 : 1 针对 海量 文本 内容 进行 中文分词 语义识别 自动 文本 聚类 情感分析 等 文本挖掘 工作 为 公司 产品 加入 文本挖掘 功能 实际 场景 中 有效 运用 成熟 文本挖掘 算法 将 文本挖掘 技术 产品化 负责 公司 多个 业务 领域 知识图谱 构建 小组 产品设计 讨论 共同 讨论 设计 产品 自然语言处理 计算机 机器学习 相关 专业 毕业 熟练掌握 自然语言处理 领域 基础理论 方法 熟悉 中文分词 语义分析 文本 聚类 情感分析 等 基础 算法 应用 拥有 较强 编程能力 可以 通过 编程 实现 运用 文本挖掘 算法 解决 实际 问题 拥有 根据 实际 情况 调整 优化 文本挖掘 算法 能力 以 达到 最终 商业 目标 3 年 以上 文本挖掘 项目 经验 有 独立 研究 实验 能力 主动性 强 有 较 强 责任心 积极向上 工作 态度 良好 团队 协作 精神    
马上金融,1               基于 现有 业务 文本 数据 提升 对话系统 多 领域 场景 下 体验 2             引进 行业 顶级 专家 加入 团队 3             负责 自然语言处理 相关 工作   包括 但 不 限于 文本分类 命名实体识别 句法分析 信息抽取 知识库 构建 主题词 识别 智能问答 语义理解 话题 推荐 等 4             从事 人工智能 领域 前沿 算法 研发 技术 驱动 探索 人工智能 创新 应用 5             从 具体 场景 问题 出发 研发 算法 系统 产出 解决方案 1             硕士 及 以上学历 拥有 5 年 以上 AI 相关 学术研究 经历 或者 AI 算法 团队 管理 经验 具有 2 年 以上 NLP 智能 对话 相关 工作 经验 2             对 数据 敏感 善于 思考 具备 不断 发现 并 解决问题 能力 3             参加 过 行业 认可 AI 相关 比赛 并 获奖者 优先 4             知名 大学 AI 领域 教授 知名 AI 公司 科学家 或 项目 负责人 优先 5             有 多篇 AI 顶会 论文 或 AI 相关 著作 优先
爱奇艺,1               对 文字 图片 视频 等 进行 深度 内容 识别 理解 完成 内容 分类 分级 以及 质量 评估 构建 娱乐版 知识图谱 2               负责 线上 推荐 算法 设计 实现 个性化 推荐 算法 模型 设计 开发 迭代 3               从端 到 端 跟踪 算法 实施 效果 从 多维度 分析线 上线 下 数据 不断 优化 模型 并 提高 推荐 效果 4               挖掘 视频 相关 特征 优化 搜索 排序 模型 基于 用户 搜索 日志 挖掘 用户 搜索 意图 提升 用户 搜索 满意度 5   追踪 推荐 NLP 等 AI 领域 前沿技术 将 新 技术 高效 应用 于 业务 分析 智能 决策 等 实际 工作 中 持续 优化 技术 解决方案   岗位 1           计算机 数学 相关 专业本科 及 以上学历 2 年 以上 AI 机器学习 NLP 搜索 广告 推荐 算法 相关 工作 经验 2           对 机器学习 算法 有 较 深入 研究 理解 包括 LR SVM GBDT DNN LSTM RL 等 熟悉 大 数据系统 架构 开发 框架 3           至少 精通 一门 语言   PythonJAVA Scala 有 扎实 代码 功底 实战 能力 4   熟悉 常用 算法 数据结构 熟悉 系统 架构 设计模式 5   有 较 强 数据分析 解决问题 能力 组织 沟通 能力 强 思路清晰 有 将 复杂 问题 拆解 并 实施 能力
顺网科技,负责 利用 自然语言处理 机器学习 算法 对 海量 文本 数据 进行 挖掘 包括 但 不 限于 文本 分词 分类 情感分析 语义理解 文本 相关性 等 完善 优化 算法 现有 业务 中 算法 推荐 系统优化 计算机 或 相关 专业 硕士 以上学历 具有 扎实 数学 计算机科学 功底 良好 编程 基础 对 数据结构 算法 设计 有 深刻理解 掌握 CC JavaPython Scala 等 至少 一门 高级 编程语言 掌握 机器学习 常用 分类 回归 聚类 模型 优化 算法 理解 自然语言处理 常用 算法 如 WORD2VEC CRF LDA LSA SVD 等 并 有 实践经验
iPIN.com,中文 自然语言处理 研发 包括 海量 数据挖掘 实体 实体 关系 抽取 n - gram 分析 新词发现 热点 发现 分词 句法分析 同义词 纠错 等 知识库 建设 应用 机器学习 自然语言处理 分类 聚类 等 技术 针对 海量 文本 数据 建模 挖掘 潜 商业价值 资格 硕士 及 以上学历 计算机相关 专业 毕业 良好 逻辑思维 能力 能够 从 海量 数据 中 发现 有 价值 规律 熟悉 CC Java Python 等 编程语言 对 数据结构 算法 设计 有 较为 深刻 理解 熟悉 大规模 数据挖掘 机器学习 自然语言处理 分布式计算 等 相关 技术 并 具备 多年 实际 工作 经验 优秀 分析 解决问题 能力 对 挑战性 问题 充满 激情 良好 团队 合作 精神 较强 沟通 能力  
